event_subject,event_object,event_complement,event_trigger,event_subject_type,event_object_type,event_subject_id,event_object_id,event_complement_id,event_trigger_id,relation_id
empresas,trabajadores,procedimientos de despidos colectivos,existirá la obligación de abonar,LegalEntity,LegalAgent,argument0456,argument0933,argument0781,trigger0248,duty0244
empresas,trabajadores,procedimiento concursal,existirá la obligación de abonar,LegalEntity,LegalAgent,argument0456,argument0933,argument0778,trigger0248,duty0245
empresas,trabajadores,cincuenta y cinco o más años de edad,existirá la obligación de abonar,LegalEntity,LegalAgent,argument0456,argument0933,argument0220,trigger0248,duty0246
empresas,trabajadores,condición de mutualistas el 1 de enero de 1967,existirá la obligación de abonar,LegalEntity,LegalAgent,argument0456,argument0933,argument0263,trigger0248,duty0247
empresas,trabajadores,cuotas destinadas a la financiación de un convenio especial,existirá la obligación de abonar,LegalEntity,LegalAgent,argument0456,argument0933,argument0332,trigger0248,duty0248
empresas,trabajadores,trabajadores anteriormente señalados,existirá la obligación de abonar,LegalEntity,LegalAgent,argument0456,argument0933,argument0936,trigger0248,duty0249
empresas,trabajadores,términos previstos en el texto refundido de la Ley General de la Seguridad Social,existirá la obligación de abonar,LegalEntity,LegalAgent,argument0456,argument0933,argument0967,trigger0248,duty0250
empresario,,,deberán ser tomadas en consideración,LegalAgent,LegalConcept,argument0449,,,trigger0176,duty0251
comité de empresa,,,se determinará,LegalEntity,LegalConcept,argument0231,,,trigger0543,duty0252
empresario,,,deberá garantizar,LegalAgent,LegalConcept,argument0449,,,trigger0126,duty0253
normas específicas,,contratos,Continuarán siendo de aplicación,LegalConcept,LegalConcept,argument0674,,argument0290,trigger0003,duty0254
representantes de los trabajadores,,,tendrán prioridad de permanencia,LegalAgent,LegalConcept,argument0850,,,trigger0688,duty0255
plazo,,,ha sido informado,LegalConcept,LegalConcept,argument0761,,,trigger0267,duty0256
El Gobierno,,las disposiciones que sean precisas para el desarrollo de esta ley,dictará,LegalEntity,LegalConcept,argument0016,,argument0580,trigger0189,duty0257
del escrito de preaviso,la representación legal de los trabajadores,,se dará copia a,LegalConcept,LegalAgent,argument0347,argument0574,,trigger0539,duty0258
Los convenios,,criterios objetivos y compromisos de conversión de los contratos de duración determinada o temporales en indefinidos,podrán establecer,LegalEntity,LegalConcept,argument0084,,argument0318,trigger0431,duty0259
cesionario,,estas informaciones,estará obligado a comunicar,LegalAgent,LegalConcept,argument0216,,argument0478,trigger0224,duty0260
comunicación,representantes legales de los trabajadores,una memoria explicativa de las causas del despido colectivo y de los restantes aspectos señalados en el párrafo anterior,deberá ir acompañada,LegalConcept,LegalAgent,argument0245,argument0853,argument0979,trigger0130,duty0261
comunicación,representantes legales de los trabajadores,la documentación contable y fiscal y los informes técnicos,deberá ir acompañada,LegalConcept,LegalAgent,argument0245,argument0853,argument0565,trigger0130,duty0262
comunicación,autoridad laboral,una memoria explicativa de las causas del despido colectivo y de los restantes aspectos señalados en el párrafo anterior,deberá ir acompañada,LegalConcept,LegalAgent,argument0245,argument0177,argument0979,trigger0130,duty0263
comunicación,autoridad laboral,la documentación contable y fiscal y los informes técnicos,deberá ir acompañada,LegalConcept,LegalAgent,argument0245,argument0177,argument0565,trigger0130,duty0264
acuerdo,,mediación,tendrán,LegalConcept,LegalConcept,argument0135,,argument0631,trigger0676,duty0265
acuerdo,,laudo arbitral,tendrán,LegalConcept,LegalConcept,argument0135,,argument0590,trigger0676,duty0266
contrato de relevo,trabajador sustituido,,deberá alcanzar,LegalConcept,LegalAgent,argument0285,argument0930,,trigger0112,duty0267
normas,,contenido básico de esos procedimientos de representación,respetarán,LegalConcept,LegalConcept,argument0672,,argument0274,trigger0507,duty0268
denegación de la solicitud,trabajador,,deberá ser notificada,LegalConcept,LegalAgent,argument0355,argument0925,,trigger0147,duty0269
peculiaridades,contratos para la formación y el aprendizaje,aplicación,Continuarán siendo,LegalConcept,LegalConcept,argument0733,argument0296,argument0156,trigger0002,duty0270
la suspensión,adoptante,,tendrá una duración,LegalConcept,LegalAgent,argument0576,argument0146,,trigger0674,duty0271
la suspensión,guardador,,tendrá una duración,LegalConcept,LegalAgent,argument0576,argument0510,,trigger0674,duty0272
la suspensión,acogedor,,tendrá una duración,LegalConcept,LegalAgent,argument0576,argument0123,,trigger0674,duty0273
la equiparación,,,se realizará,LegalConcept,LegalConcept,argument0568,,,trigger0592,duty0274
comité de empresa,,,tendrá,LegalEntity,LegalConcept,argument0231,,,trigger0651,duty0275
delegados de personal y los miembros del comité de empresa,,,elegirán,LegalEntity,LegalConcept,argument0349,,,trigger0202,duty0276
derechos,,,se podrán ejercitar,LegalConcept,LegalConcept,argument0365,,,trigger0584,duty0277
árbitros,,,deberán abstenerse,LegalAgent,LegalConcept,argument0999,,,trigger0151,duty0278
trabajadores a distancia,,,tendrán,LegalAgent,LegalConcept,argument0934,,,trigger0676,duty0279
trabajadores,,,tendrán,LegalAgent,LegalConcept,argument0933,,,trigger0676,duty0280
trabajador,,,tendrán derecho a percibir,LegalAgent,LegalConcept,argument0925,,,trigger0683,duty0281
oficina pública,,registro,procederá,LegalEntity,LegalConcept,argument0700,,argument0822,trigger0459,duty0282
El periodo de vacaciones anuales retribuidas,,,será,LegalConcept,LegalConcept,argument0027,,,trigger0610,duty0283
intervención,comité de empresa,,se regirá,LegalConcept,LegalEntity,argument0547,argument0231,,trigger0593,duty0284
intervención,delegados de personal,,se regirá,LegalConcept,LegalEntity,argument0547,argument0348,,trigger0593,duty0285
excedencia,,,constituye,LegalConcept,LegalConcept,argument0483,,,trigger0083,duty0286
Gobierno,,,fijará,LegalEntity,LegalConcept,argument0042,,,trigger0257,duty0287
trabajadores,,,tendrán derecho,LegalAgent,LegalConcept,argument0933,,,trigger0677,duty0288
impugnación,,,tramitará,LegalConcept,LegalConcept,argument0519,,,trigger0703,duty0289
secciones sindicales,,,estarán legitimadas,LegalConcept,LegalConcept,argument0886,,,trigger0229,duty0290
Gobierno,,,fijará,LegalEntity,LegalConcept,argument0042,,,trigger0257,duty0291
trabajador,,jubilación parcial,pueda acceder,LegalAgent,LegalConcept,argument0925,,argument0557,trigger0473,duty0292
trabajador,,reducción de jornada,pueda acceder,LegalAgent,LegalConcept,argument0925,,argument0818,trigger0473,duty0293
trabajador,,reducción de salario,pueda acceder,LegalAgent,LegalConcept,argument0925,,argument0820,trigger0473,duty0294
trabajador,,contrato de relevo,pueda acceder,LegalAgent,LegalConcept,argument0925,,argument0285,trigger0473,duty0295
,,acuerdo de extinción,exige,LegalConcept,LegalConcept,,,argument0136,trigger0245,duty0296
,,indemnización,exige,LegalConcept,LegalConcept,,,argument0529,trigger0245,duty0297
existencia de fuerza mayor,,extinción de los contratos de trabajo,deberá ser constatada,LegalConcept,LegalConcept,argument0487,,argument0491,trigger0144,duty0298
El Fondo,,las obligaciones especificadas en los apartados anteriores,asumirá,LegalEntity,LegalConcept,argument0014,,argument0582,trigger0050,duty0299
dichos trabajadores,,a un centro de trabajo concreto de la empresa,deberán estar adscritos,LegalAgent,LegalConcept,argument0386,,argument0116,trigger0159,duty0300
deberá,,,establecerse,LegalConcept,LegalConcept,argument0336,,,trigger0215,duty0301
El plazo,,,es,LegalConcept,LegalConcept,argument0029,,,trigger0213,duty0302
plan,,,deberá incluir,LegalConcept,LegalConcept,argument0759,,,trigger0127,duty0303
pacto,,,se formalizará,LegalConcept,LegalConcept,argument0718,,,trigger0564,duty0304
empresario,trabajadores,,notificará,LegalAgent,LegalAgent,argument0449,argument0933,,trigger0332,duty0305
empresario,autoridad laboral,,notificará,LegalAgent,LegalAgent,argument0449,argument0177,,trigger0332,duty0306
dirección de la empresa,representantes de los trabajadores,,comunicar,LegalEntity,LegalAgent,argument0388,argument0850,,trigger0064,duty0307
dirección de la empresa,autoridad laboral,,comunicar,LegalEntity,LegalAgent,argument0388,argument0177,,trigger0064,duty0308
La adopción del acuerdo de extinción al amparo de lo prevenido en el artículo anterior,trabajador,observancia de los requisitos siguientes,exige,LegalConcept,LegalAgent,argument0046,argument0925,argument0697,trigger0245,duty0309
empresario,,venta de los bienes de la empresa,dará cuenta,LegalAgent,LegalConcept,argument0449,,argument0987,trigger0103,duty0310
contrato,,trabajos que tengan el carácter de fijos-discontinuos,se concertará,LegalConcept,LegalConcept,argument0283,,argument0955,trigger0527,duty0311
consulta,,,deberá versar,LegalConcept,LegalConcept,argument0271,,,trigger0150,duty0312
cargas fiscales y de Seguridad Social,,,serán satisfechas,LegalConcept,LegalConcept,argument0196,,,trigger0636,duty0313
materias,,,se considerarán,LegalConcept,LegalConcept,argument0627,,,trigger0533,duty0314
dirección empresarial,,,podrá limitar,LegalEntity,LegalConcept,argument0390,,,trigger0390,duty0315
Fondo de Garantía Salarial,,,dispensará,LegalEntity,LegalConcept,argument0041,,,trigger0192,duty0316
miembros del comité de empresa y los delegados de personal,,,tendrán,LegalEntity,LegalConcept,argument0649,,,trigger0676,duty0317
se,,,establecerá,LegalConcept,LegalConcept,argument0885,,,trigger0216,duty0318
los contratos,,,podrán tener,LegalEntity,LegalConcept,argument0609,,,trigger0447,duty0319
el empresario,auxiliar,,será,LegalAgent,LegalAgent,argument0428,argument0178,,trigger0610,duty0320
el empresario,ayudante,,será,LegalAgent,LegalAgent,argument0428,argument0179,,trigger0610,duty0321
tiempo de trabajo,,,se computará,LegalConcept,LegalConcept,argument0922,,,trigger0523,duty0322
traslado,,periodo de consultas,deberá ir precedido,LegalConcept,LegalConcept,argument0959,,argument0737,trigger0132,duty0323
traslado,,representantes legales,deberá ir precedido,LegalConcept,LegalConcept,argument0959,,argument0852,trigger0132,duty0324
traslado,,trabajadores,deberá ir precedido,LegalConcept,LegalConcept,argument0959,,argument0933,trigger0132,duty0325
quienes,procedimiento de extensión,negociación colectiva,Tendrán capacidad para iniciar,LegalAgent,LegalConcept,argument0805,argument0780,argument0668,trigger0028,duty0326
quienes,procedimiento de extensión,ámbito correspondiente,Tendrán capacidad para iniciar,LegalAgent,LegalConcept,argument0805,argument0780,argument0990,trigger0028,duty0327
empresario,comité de empresa,,deberá facilitar,LegalAgent,LegalEntity,argument0449,argument0231,,trigger0122,duty0328
empresario,centro de trabajo,,deberá facilitar,LegalAgent,LegalEntity,argument0449,argument0211,,trigger0122,duty0329
jefe del grupo,los que lo integren,la representación,ostentará,LegalAgent,LegalAgent,argument0551,argument0613,argument0573,trigger0345,duty0330
cualquiera de las partes,discrepancia,comisión del convenio,podrá someter,LegalAgent,LegalConcept,argument0327,argument0391,argument0225,trigger0414,duty0331
empresa,,,deberá dar traslado,LegalAgent,LegalConcept,argument0445,,,trigger0117,duty0332
empresa,,,estará obligada a comunicar,LegalAgent,LegalConcept,argument0445,,,trigger0222,duty0333
Comisión Consultiva Nacional de Convenios Colectivos,,,será reforzada,LegalEntity,LegalConcept,argument0005,,,trigger0622,duty0334
plazo,,,será,LegalConcept,LegalConcept,argument0761,,,trigger0610,duty0335
discrepancias,,concreción horaria,serán resueltas,LegalConcept,LegalConcept,argument0392,,argument0256,trigger0635,duty0336
discrepancias,,determinación de los periodos de disfrute,serán resueltas,LegalConcept,LegalConcept,argument0392,,argument0378,trigger0635,duty0337
autoridad laboral,,,velará por,LegalEntity,LegalConcept,argument0177,,,trigger0708,duty0338
"miembros del comité de empresa y este en su conjunto, así como, en su caso, los expertos que les asistan",,,deberán observar,LegalEntity,LegalConcept,argument0648,,,trigger0165,duty0339
traslado,,,deberá ir precedido,LegalConcept,LegalConcept,argument0959,,,trigger0132,duty0340
número de miembros,,,se determinará,LegalConcept,LegalConcept,argument0685,,,trigger0543,duty0341
derecho o condición de trabajo,,previa antigüedad del trabajador,esté atribuido,LegalConcept,LegalConcept,argument0363,,argument0774,trigger0243,duty0342
litigios,representantes de los trabajadores,cumplimiento,tramitarán,LegalConcept,LegalAgent,argument0604,argument0850,argument0331,trigger0704,duty0343
litigios,representantes de los trabajadores,obligación de sigilo,tramitarán,LegalConcept,LegalAgent,argument0604,argument0850,argument0695,trigger0704,duty0344
litigios,expertos,cumplimiento,tramitarán,LegalConcept,LegalAgent,argument0604,argument0490,argument0331,trigger0704,duty0345
litigios,expertos,obligación de sigilo,tramitarán,LegalConcept,LegalAgent,argument0604,argument0490,argument0695,trigger0704,duty0346
contrato de trabajo,,suspenderse,podrá suspenderse,LegalConcept,LegalConcept,argument0286,,argument0910,trigger0418,duty0347
,,incumplimientos contractuales,considerarán,LegalConcept,LegalConcept,,,argument0527,trigger0078,duty0348
,,"acoso por razón de origen racial o étnico, religión o convicciones, discapacidad, edad u orientación sexual",considerarán,LegalConcept,LegalConcept,,,argument0125,trigger0078,duty0349
,,acoso sexual o por razón de sexo,considerarán,LegalConcept,LegalConcept,,,argument0126,trigger0078,duty0350
suspensión de estas diez semanas,,ejercitar,se podrá ejercitar,LegalConcept,LegalConcept,argument0911,,argument0423,trigger0577,duty0351
suspensión de estas diez semanas,,régimen de jornada completa o a tiempo parcial,se podrá ejercitar,LegalConcept,LegalConcept,argument0911,,argument0876,trigger0577,duty0352
suspensión de estas diez semanas,,acuerdo entre la empresa y la persona trabajadora afectada,se podrá ejercitar,LegalConcept,LegalConcept,argument0911,,argument0137,trigger0577,duty0353
suspensión de estas diez semanas,,términos que reglamentariamente se determinen,se podrá ejercitar,LegalConcept,LegalConcept,argument0911,,argument0969,trigger0577,duty0354
suspensión del contrato,,,tendrá,LegalConcept,LegalConcept,argument0913,,,trigger0651,duty0355
empresarios,dichos contratistas,,deberán comprobar,LegalAgent,LegalEntity,argument0455,argument0385,,trigger0153,duty0356
negociación colectiva,,,articulará,LegalConcept,LegalConcept,argument0668,,,trigger0048,duty0357
partes,,,notificarán,LegalAgent,LegalConcept,argument0728,,,trigger0333,duty0358
oficina pública,empresa,copia del acta,dará traslado,LegalEntity,LegalEntity,argument0700,argument0445,argument0314,trigger0106,duty0359
oficina pública,empresa,presentación en dicha oficina pública del acta correspondiente al proceso electoral,dará traslado,LegalEntity,LegalEntity,argument0700,argument0445,argument0770,trigger0106,duty0360
adaptaciones,,razonables y proporcionadas en relación con las necesidades de la persona trabajadora y con las necesidades organizativas o productivas de la empresa,deberán ser,LegalConcept,LegalConcept,argument0143,,argument0807,trigger0170,duty0361
recibo de salarios,,,ajustará,LegalConcept,LegalConcept,argument0814,,,trigger0043,duty0362
escrito,,,consignarán,LegalConcept,LegalConcept,argument0472,,,trigger0079,duty0363
impugnaciones en materia electoral,,,tramitarán,LegalConcept,LegalConcept,argument0518,,,trigger0704,duty0364
Fondo de Garantía Salarial,,,abonará,LegalEntity,LegalConcept,argument0041,,,trigger0033,duty0365
El contrato a tiempo parcial,,,regirá,LegalConcept,LegalConcept,argument0023,,,trigger0498,duty0366
el periodo de consultas,,,finalice,LegalConcept,LegalConcept,argument0432,,,trigger0259,duty0367
despido,,,se efectuará,LegalConcept,LegalConcept,argument0374,,,trigger0547,duty0368
empresario y el comité de empresa,,,actuarán,LegalEntity,LegalConcept,argument0452,,,trigger0037,duty0369
La comisión negociadora,,,quedará válidamente constituida,LegalEntity,LegalConcept,argument0049,,,trigger0482,duty0370
las comunidades autónomas,,,deberán remitir,LegalEntity,LegalConcept,argument0578,,,trigger0168,duty0371
delegados de prevención,empresario,medidas oportunas,requerirán,LegalAgent,LegalAgent,argument0351,argument0449,argument0638,trigger0502,duty0372
exigencias,,periodos de descanso,deberán ser tenidas,LegalConcept,LegalConcept,argument0486,,argument0744,trigger0175,duty0373
escrito,extremos,,se consignarán,LegalConcept,LegalConcept,argument0472,argument0493,,trigger0534,duty0374
escrito,Criterios,,se consignarán,LegalConcept,LegalConcept,argument0472,argument0008,,trigger0534,duty0375
libro,representantes legales,,estará a disposición,LegalConcept,LegalAgent,argument0596,argument0852,,trigger0219,duty0376
empresario,copia íntegra,,trasladará,LegalAgent,LegalConcept,argument0449,argument0316,,trigger0706,duty0377
modificaciones sustanciales,condiciones reconocidas a los trabajadores,en el contrato de trabajo,afectar,LegalConcept,LegalConcept,argument0655,argument0262,argument0464,trigger0041,duty0378
modificaciones sustanciales,condiciones reconocidas a los trabajadores,en acuerdos o pactos colectivos,afectar,LegalConcept,LegalConcept,argument0655,argument0262,argument0462,trigger0041,duty0379
modificaciones sustanciales,condiciones reconocidas a los trabajadores,disfrutadas por estos en virtud de una decisión unilateral del empresario de efectos colectivos,afectar,LegalConcept,LegalConcept,argument0655,argument0262,argument0393,trigger0041,duty0380
comunicación de la apertura del periodo de consultas,,mediante escrito dirigido por el empresario a los representantes legales de los trabajadores,realizará,LegalConcept,LegalConcept,argument0246,,argument0633,trigger0490,duty0381
comunicación de la apertura del periodo de consultas,,una copia del cual se hará llegar a la autoridad laboral,realizará,LegalConcept,LegalConcept,argument0246,,argument0976,trigger0490,duty0382
despido colectivo,periodo de consultas,con los representantes legales de los trabajadores de una duración no superior a treinta días naturales,deberá ir precedido,LegalConcept,LegalConcept,argument0375,argument0737,argument0253,trigger0132,duty0383
despido colectivo,periodo de consultas,o de quince en el caso de empresas de menos de cincuenta trabajadores,deberá ir precedido,LegalConcept,LegalConcept,argument0375,argument0737,argument0688,trigger0132,duty0384
empresario,,,estará obligado a celebrar,LegalAgent,LegalConcept,argument0449,,,trigger0223,duty0385
opción,,,determinará,LegalConcept,LegalConcept,argument0702,,,trigger0187,duty0386
planteamiento,arbitraje,plazos de prescripción,interrumpirá,LegalConcept,LegalConcept,argument0760,argument0161,argument0765,trigger0286,duty0387
reserva,,puesto de trabajo,quedará referida,LegalConcept,LegalConcept,argument0856,,argument0800,trigger0480,duty0388
número de miembros,,comité de empresa,se determinará,LegalConcept,LegalConcept,argument0685,,argument0231,trigger0543,duty0389
decisión,periodo de consultas,condiciones de trabajo,deberá ir precedida,LegalConcept,LegalConcept,argument0337,argument0737,argument0261,trigger0131,duty0390
acuerdos interprofesionales,,,deberán especificar,LegalConcept,LegalConcept,argument0141,,,trigger0158,duty0391
suspensión del contrato,,,finalizará,LegalConcept,LegalConcept,argument0913,,,trigger0260,duty0392
trabajador,,,continuará desempeñando,LegalAgent,LegalConcept,argument0925,,,trigger0088,duty0393
nacimiento,contrato de trabajo,,suspenderá,LegalConcept,LegalConcept,argument0664,argument0286,,trigger0650,duty0394
empresario,trabajador,,deberá facilitar,LegalAgent,LegalAgent,argument0449,argument0925,,trigger0122,duty0395
Gobierno,,,recogerá,LegalEntity,LegalConcept,argument0042,,,trigger0495,duty0396
comité de empresa,,competencias,Colaborar,LegalEntity,LegalConcept,argument0231,,argument0239,trigger0001,duty0397
mesa,candidaturas,,determinará,LegalEntity,LegalAgent,argument0642,argument0193,,trigger0187,duty0398
derechos y obligaciones del trabajador,,,serán,LegalConcept,LegalConcept,argument0370,,,trigger0624,duty0399
comité de empresa,,,se determinará,LegalEntity,LegalConcept,argument0231,,,trigger0543,duty0400
aplicación,convenio colectivo,fecha de expiración,se mantendrá,LegalConcept,LegalConcept,argument0156,argument0302,argument0498,trigger0574,duty0401
aplicación,convenio colectivo,entrada en vigor,se mantendrá,LegalConcept,LegalConcept,argument0156,argument0302,argument0471,trigger0574,duty0402
empresario,,registro,está obligado a llevar,LegalAgent,LegalConcept,argument0449,,argument0822,trigger0239,duty0403
comités,,,deberán reunirse,LegalConcept,LegalConcept,argument0233,,,trigger0169,duty0404
convenio,,,será remitido,LegalConcept,LegalConcept,argument0301,,,trigger0623,duty0405
mesa electoral,,recuento de votos,procederá,LegalEntity,LegalConcept,argument0643,,argument0816,trigger0459,duty0406
empresa,,aceptación de la petición,comunicará,LegalAgent,LegalConcept,argument0445,,argument0122,trigger0066,duty0407
empresa,,propuesta alternativa,comunicará,LegalAgent,LegalConcept,argument0445,,argument0791,trigger0066,duty0408
empresa,,necesidades de conciliación,comunicará,LegalAgent,LegalConcept,argument0445,,argument0665,trigger0066,duty0409
empresa,,registros,conservará,LegalAgent,LegalConcept,argument0445,,argument0827,trigger0072,duty0410
árbitros,,,"deberán abstenerse y, en su defecto, ser recusados",LegalAgent,LegalConcept,argument0999,,,trigger0152,duty0411
proclamación,,,se hará,LegalConcept,LegalConcept,argument0784,,,trigger0565,duty0412
delegados de personal,,,ejercerán,LegalAgent,LegalConcept,argument0348,,,trigger0196,duty0413
empresa,representantes legales de los trabajadores,medios de prueba,iniciará,LegalAgent,LegalAgent,argument0445,argument0853,argument0640,trigger0284,duty0414
empresa,"los dos adoptantes, guardadores o acogedores",disfrute simultáneo de las diez semanas voluntarias,podrá limitar,LegalEntity,LegalAgent,argument0445,argument0612,argument0395,trigger0390,duty0415
permiso,,,constar,LegalConcept,LegalConcept,argument0746,,,trigger0080,duty0416
promotores,,empresa,deberán identificar,LegalAgent,LegalConcept,argument0789,,argument0445,trigger0162,duty0417
promotores,,centro de trabajo,deberán identificar,LegalAgent,LegalConcept,argument0789,,argument0211,trigger0162,duty0418
promotores,,proceso electoral,deberán identificar,LegalAgent,LegalConcept,argument0789,,argument0783,trigger0162,duty0419
promotores,,fecha de inicio,deberán identificar,LegalAgent,LegalConcept,argument0789,,argument0499,trigger0162,duty0420
promotores,,mesa electoral,deberán identificar,LegalAgent,LegalConcept,argument0789,,argument0643,trigger0162,duty0421
promotores,,registro de la comunicación,deberán identificar,LegalAgent,LegalConcept,argument0789,,argument0824,trigger0162,duty0422
promotores,,oficina pública,deberán identificar,LegalAgent,LegalConcept,argument0789,,argument0700,trigger0162,duty0423
promotores,,autoridad laboral,deberán identificar,LegalAgent,LegalConcept,argument0789,,argument0177,trigger0162,duty0424
"representación de los trabajadores, o de los empresarios",,otra parte,comunicará,LegalEntity,LegalConcept,argument0845,,argument0710,trigger0066,duty0425
"representación de los trabajadores, o de los empresarios",,comunicación,comunicará,LegalEntity,LegalConcept,argument0845,,argument0245,trigger0066,duty0426
"representación de los trabajadores, o de los empresarios",,legitimación,comunicará,LegalEntity,LegalConcept,argument0845,,argument0592,trigger0066,duty0427
"representación de los trabajadores, o de los empresarios",,artículos anteriores,comunicará,LegalEntity,LegalConcept,argument0845,,argument0166,trigger0066,duty0428
"representación de los trabajadores, o de los empresarios",,ámbitos del convenio,comunicará,LegalEntity,LegalConcept,argument0845,,argument0996,trigger0066,duty0429
"representación de los trabajadores, o de los empresarios",,materias objeto de negociación,comunicará,LegalEntity,LegalConcept,argument0845,,argument0628,trigger0066,duty0430
El cedente o el cesionario,,,vendrá obligado a iniciar,LegalAgent,LegalConcept,argument0021,,,trigger0710,duty0431
esta oficina pública,,,procederá al registro,LegalEntity,LegalConcept,argument0475,,,trigger0461,duty0432
El comité de empresa,,,tendrá,LegalEntity,LegalConcept,argument0022,,,trigger0651,duty0433
dicha acomodación,,,deberá realizarse,LegalConcept,LegalConcept,argument0380,,,trigger0139,duty0434
contratados,,,se computarán,LegalAgent,LegalConcept,argument0278,,,trigger0524,duty0435
horas complementarias,,,se consideran,LegalConcept,LegalConcept,argument0512,,,trigger0529,duty0436
el salario,,,será,LegalConcept,LegalConcept,argument0435,,,trigger0610,duty0437
unos y otros,,,se abonarán,LegalConcept,LegalConcept,argument0983,,,trigger0514,duty0438
empresario,,centro de trabajo,deberá facilitar,LegalAgent,LegalConcept,argument0449,,argument0211,trigger0122,duty0439
periodo de suspensión,,,se ampliará,LegalConcept,LegalConcept,argument0741,,,trigger0517,duty0440
autoridad laboral,,,se dispondrá,LegalEntity,LegalConcept,argument0177,,,trigger0545,duty0441
situaciones,,,interrumpen,LegalConcept,LegalConcept,argument0897,,,trigger0285,duty0442
empresario,representantes legales de los trabajadores,,entregará,LegalAgent,LegalAgent,argument0449,argument0853,,trigger0210,duty0443
autoridad laboral,,,establecerá,LegalEntity,LegalConcept,argument0177,,,trigger0216,duty0444
juez,Fondo de Garantía Salarial,,citara,LegalAgent,LegalEntity,argument0558,argument0041,,trigger0060,duty0445
contrato a tiempo parcial,,,podrá concertarse,LegalConcept,LegalConcept,argument0284,,,trigger0367,duty0446
empresa,,,deberá informar,LegalAgent,LegalConcept,argument0445,,,trigger0128,duty0447
trabajadores y empresarios,,,regulan,LegalEntity,LegalConcept,argument0948,,,trigger0499,duty0448
mesas electorales,,,extenderán,LegalEntity,LegalConcept,argument0644,,,trigger0252,duty0449
progenitor,,,disfrutará,LegalAgent,LegalConcept,argument0786,,,trigger0191,duty0450
mesa,,,habrán de transcurrir,LegalEntity,LegalConcept,argument0642,,,trigger0274,duty0451
relación laboral,,,extinguirá,LegalConcept,LegalConcept,argument0839,,,trigger0254,duty0452
El Servicio Público de Empleo,dicho documento,en la que el trabajador preste sus servicios,emitirá,LegalEntity,LegalConcept,argument0017,argument0383,argument0467,trigger0203,duty0453
contrato,,,se deberá formalizar,LegalConcept,LegalConcept,argument0283,,,trigger0540,duty0454
requerimiento,sindicatos,,será comunicado,LegalConcept,LegalEntity,argument0854,argument0891,,trigger0613,duty0455
requerimiento,candidaturas,,será comunicado,LegalConcept,LegalEntity,argument0854,argument0193,,trigger0613,duty0456
contrato de relevo,,,se ajustará,LegalConcept,LegalConcept,argument0285,,,trigger0516,duty0457
contrato de relevo,,,se ajustará,LegalConcept,LegalConcept,argument0285,,,trigger0516,duty0458
consulta,,,se llevará a cabo,LegalConcept,LegalConcept,argument0271,,,trigger0573,duty0459
miembros del comité o delegado de personal,,un crédito de horas mensuales retribuidas,Disponer,LegalAgent,LegalConcept,argument0650,,argument0970,trigger0005,duty0460
despido,trabajador,,deberá ser notificado,LegalConcept,LegalAgent,argument0374,argument0925,,trigger0148,duty0461
partes negociadoras,,,establecer,LegalEntity,LegalConcept,argument0730,,,trigger0214,duty0462
reparto de los miembros de la comisión negociadora,,,efectuará,LegalConcept,LegalConcept,argument0841,,,trigger0195,duty0463
,,,atribuirán,LegalConcept,LegalConcept,,,,trigger0052,duty0464
,,,impugnar,LegalConcept,LegalConcept,,,,trigger0281,duty0465
lista,,,figurar,LegalConcept,LegalConcept,argument0600,,,trigger0256,duty0466
negociación colectiva,,,fijarán,LegalConcept,LegalConcept,argument0668,,,trigger0258,duty0467
contrato,,,prorrogará,LegalConcept,LegalConcept,argument0283,,,trigger0470,duty0468
aquella,,,se cubrirá,LegalAgent,LegalConcept,argument0159,,,trigger0537,duty0469
compensación,,,comprenderá,LegalConcept,LegalConcept,argument0238,,,trigger0063,duty0470
mesa electoral,,,se constituirá,LegalEntity,LegalConcept,argument0643,,,trigger0535,duty0471
quien,,,Tendrá,LegalAgent,LegalConcept,argument0804,,,trigger0025,duty0472
trabajador y el empresario,,,se someterán,LegalAgent,LegalConcept,argument0931,,,trigger0602,duty0473
empresario,delegados sindicales,,dar audiencia previa,LegalAgent,LegalAgent,argument0449,argument0352,,trigger0102,duty0474
trabajadores,,,ocupan,LegalAgent,LegalConcept,argument0933,,,trigger0339,duty0475
cedente y el cesionario,representantes legales,,deberán informar,LegalEntity,LegalAgent,argument0208,argument0852,,trigger0163,duty0476
trabajadores,,estos plazos,adquirirán,LegalAgent,LegalConcept,argument0933,,argument0481,trigger0040,duty0477
trabajador,,,se asignará,LegalAgent,LegalConcept,argument0925,,,trigger0521,duty0478
empresa,,,se podrá proceder,LegalAgent,LegalConcept,argument0445,,,trigger0580,duty0479
representación de los trabajadores,,,corresponde,LegalConcept,LegalConcept,argument0844,,,trigger0096,duty0480
convenios colectivos,,,habrán de expresar,LegalConcept,LegalConcept,argument0306,,,trigger0271,duty0481
resultado del escrutinio,,acta,levantará,LegalConcept,LegalConcept,argument0865,,argument0127,trigger0292,duty0482
resultado del escrutinio,,modelo normalizado,levantará,LegalConcept,LegalConcept,argument0865,,argument0653,trigger0292,duty0483
resultado del escrutinio,,incidencias,levantará,LegalConcept,LegalConcept,argument0865,,argument0522,trigger0292,duty0484
resultado del escrutinio,,protestas,levantará,LegalConcept,LegalConcept,argument0865,,argument0794,trigger0292,duty0485
